Column1;year;category;prize;prize_share;laureate_id;laureate_type;full_name;birth_date;birth_city;birth_country;sex;organization_name;organization_city;organization_country;death_date;death_city;death_country;usa_born_winner;decade;female;age;age_group
551;1984;Physics;The Nobel Prize in Physics 1984;01.02.2026;125;Individual;Simon van der Meer;1925-11-24;the Hague;Netherlands;Male;CERN;Geneva;Switzerland;04.03.2011;Geneva;Switzerland;ÀŒ∆‹;1980;ÀŒ∆‹;59.0;Adult
552;1985;Chemistry;The Nobel Prize in Chemistry 1985;01.02.2026;262;Individual;Herbert A. Hauptman;1917-02-14;New York, NY;United States of America;Male;The Medical Foundation of Buffalo;Buffalo, NY;United States of America;23.10.2011;Buffalo, NY;United States of America;»—“»Õ¿;1980;ÀŒ∆‹;68.0;Senior
553;1985;Chemistry;The Nobel Prize in Chemistry 1985;01.02.2026;263;Individual;Jerome Karle;1918-06-18;New York, NY;United States of America;Male;US Naval Research Laboratory;Washington, DC;United States of America;06.06.2013;;;»—“»Õ¿;1980;ÀŒ∆‹;67.0;Senior
554;1985;Economics;The Sveriges Riksbank Prize in Economic Sciences 1985;01.01.2026;699;Individual;Franco Modigliani;1918-06-18;Rome;Italy;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;25.09.2003;Cambridge, MA;United States of America;ÀŒ∆‹;1980;ÀŒ∆‹;67.0;Senior
555;1985;Literature;The Nobel Prize in Literature 1985;01.01.2026;662;Individual;Claude Simon;1913-10-10;Tananarive (Antananarivo);Madagascar;Male;;;;06.07.2005;Paris;France;ÀŒ∆‹;1980;ÀŒ∆‹;72.0;Senior
556;1985;Medicine;The Nobel Prize in Physiology or Medicine 1985;01.02.2026;432;Individual;Michael S. Brown;1941-04-13;New York, NY;United States of America;Male;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;44.0;Adult
557;1985;Medicine;The Nobel Prize in Physiology or Medicine 1985;01.02.2026;433;Individual;Joseph L. Goldstein;1940-04-18;Sumter, SC;United States of America;Male;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;45.0;Adult
558;1985;Peace;The Nobel Peace Prize 1985;01.01.2026;547;Organization;International Physicians for the Prevention of Nuclear War;;;;;;;;;;;ÀŒ∆‹;1980;ÀŒ∆‹;;Senior
559;1985;Physics;The Nobel Prize in Physics 1985;01.01.2026;126;Individual;Klaus von Klitzing;1943-06-28;Schroda;German-occupied Poland (Poland);Male;Max-Planck-Institut f?r Festk?rperforschung;Stuttgart;Federal Republic of Germany;;;;ÀŒ∆‹;1980;ÀŒ∆‹;42.0;Adult
560;1986;Chemistry;The Nobel Prize in Chemistry 1986;01.03.2026;264;Individual;Dudley R. Herschbach;1932-06-18;San Jos?, CA;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;54.0;Adult
561;1986;Chemistry;The Nobel Prize in Chemistry 1986;01.03.2026;265;Individual;Yuan T. Lee;1936-11-19;Hsinchu;Taiwan;Male;University of California;Berkeley, CA;United States of America;;;;ÀŒ∆‹;1980;ÀŒ∆‹;50.0;Adult
562;1986;Chemistry;The Nobel Prize in Chemistry 1986;01.03.2026;266;Individual;John C. Polanyi;1929-01-23;Berlin;Germany;Male;University of Toronto;Toronto;Canada;;;;ÀŒ∆‹;1980;ÀŒ∆‹;57.0;Adult
563;1986;Economics;The Sveriges Riksbank Prize in Economic Sciences 1986;01.01.2026;700;Individual;James M. Buchanan Jr.;1919-10-03;Murfreesboro, TN;United States of America;Male;Center for Study of Public Choice;Fairfax, VA;United States of America;09.01.2013;Blacksburg, VA;United States of America;»—“»Õ¿;1980;ÀŒ∆‹;67.0;Senior
564;1986;Literature;The Nobel Prize in Literature 1986;01.01.2026;663;Individual;Wole Soyinka;1934-07-13;Abeokuta;Nigeria;Male;;;;;;;ÀŒ∆‹;1980;ÀŒ∆‹;52.0;Adult
565;1986;Medicine;The Nobel Prize in Physiology or Medicine 1986;01.02.2026;434;Individual;Stanley Cohen;1922-11-17;Brooklyn, NY;United States of America;Male;Vanderbilt University School of Medicine;Nashville, TN;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;64.0;Adult
566;1986;Medicine;The Nobel Prize in Physiology or Medicine 1986;01.02.2026;435;Individual;Rita Levi-Montalcini;1909-04-22;Turin;Italy;Female;Institute of Cell Biology of the C.N.R.;Rome;Italy;30.12.2012;Rome;Italy;ÀŒ∆‹;1980;»—“»Õ¿;77.0;Senior
567;1986;Peace;The Nobel Peace Prize 1986;01.01.2026;548;Individual;Elie Wiesel;1928-09-30;Sighet;Romania;Male;;;;02.07.2016;New York, NY;United States of America;ÀŒ∆‹;1980;ÀŒ∆‹;58.0;Adult
568;1986;Physics;The Nobel Prize in Physics 1986;01.02.2026;127;Individual;Ernst Ruska;1906-12-25;Heidelberg;Germany;Male;Fritz-Haber-Institut der Max-Planck-Gesellschaft;Berlin;Federal Republic of Germany;27.05.1988;West Berlin;Germany;ÀŒ∆‹;1980;ÀŒ∆‹;80.0;Senior
569;1986;Physics;The Nobel Prize in Physics 1986;01.04.2026;128;Individual;Gerd Binnig;1947-07-20;Frankfurt-on-the-Main;West Germany (Germany);Male;IBM Zurich Research Laboratory;R?schlikon;Switzerland;;;;ÀŒ∆‹;1980;ÀŒ∆‹;39.0;Adult
570;1986;Physics;The Nobel Prize in Physics 1986;01.04.2026;129;Individual;Heinrich Rohrer;1933-06-06;Buchs;Switzerland;Male;IBM Zurich Research Laboratory;R?schlikon;Switzerland;16.05.2013;Wollerau;Switzerland;ÀŒ∆‹;1980;ÀŒ∆‹;53.0;Adult
571;1987;Chemistry;The Nobel Prize in Chemistry 1987;01.03.2026;267;Individual;Donald J. Cram;1919-04-22;Chester, VT;United States of America;Male;University of California;Los Angeles, CA;United States of America;17.06.2001;Palm Desert, CA;United States of America;»—“»Õ¿;1980;ÀŒ∆‹;68.0;Senior
572;1987;Chemistry;The Nobel Prize in Chemistry 1987;01.03.2026;268;Individual;Jean-Marie Lehn;1939-09-30;Rosheim;France;Male;Universit? Louis Pasteur;Strasbourg;France;;;;ÀŒ∆‹;1980;ÀŒ∆‹;48.0;Adult
573;1987;Chemistry;The Nobel Prize in Chemistry 1987;01.03.2026;269;Individual;Charles J. Pedersen;1904-10-03;Pusan;Korea (South Korea);Male;Du Pont;Wilmington, DE;United States of America;26.10.1989;Salem, NJ;United States of America;ÀŒ∆‹;1980;ÀŒ∆‹;83.0;Senior
574;1987;Economics;The Sveriges Riksbank Prize in Economic Sciences 1987;01.01.2026;701;Individual;Robert M. Solow;1924-08-23;Brooklyn, NY;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;63.0;Adult
575;1987;Literature;The Nobel Prize in Literature 1987;01.01.2026;664;Individual;Joseph Brodsky;1940-05-24;Leningrad (Saint Petersburg);Union of Soviet Socialist Republics (Russia);Male;;;;28.01.1996;New York, NY;United States of America;ÀŒ∆‹;1980;ÀŒ∆‹;47.0;Adult
576;1987;Medicine;The Nobel Prize in Physiology or Medicine 1987;01.01.2026;436;Individual;Susumu Tonegawa;1939-09-06;Nagoya;Japan;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;ÀŒ∆‹;1980;ÀŒ∆‹;48.0;Adult
577;1987;Peace;The Nobel Peace Prize 1987;01.01.2026;549;Individual;Oscar Arias S?nchez;1941-09-13;Heredia;Costa Rica;Male;;;;;;;ÀŒ∆‹;1980;ÀŒ∆‹;46.0;Adult
578;1987;Physics;The Nobel Prize in Physics 1987;01.02.2026;130;Individual;J. Georg Bednorz;1950-05-16;Neuenkirchen;West Germany (Germany);Male;IBM Zurich Research Laboratory;R?schlikon;Switzerland;;;;ÀŒ∆‹;1980;ÀŒ∆‹;37.0;Adult
579;1987;Physics;The Nobel Prize in Physics 1987;01.02.2026;131;Individual;K. Alexander M?ller;1927-04-20;Basel;Switzerland;Male;IBM Zurich Research Laboratory;R?schlikon;Switzerland;;;;ÀŒ∆‹;1980;ÀŒ∆‹;60.0;Adult
580;1988;Chemistry;The Nobel Prize in Chemistry 1988;01.03.2026;270;Individual;Johann Deisenhofer;1943-09-30;Zusamaltheim;Germany;Male;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;United States of America;;;;ÀŒ∆‹;1980;ÀŒ∆‹;45.0;Adult
581;1988;Chemistry;The Nobel Prize in Chemistry 1988;01.03.2026;271;Individual;Robert Huber;1937-02-20;Munich;Germany;Male;Max-Planck-Institut f?r Biochemie;Martinsried;Federal Republic of Germany;;;;ÀŒ∆‹;1980;ÀŒ∆‹;51.0;Adult
582;1988;Chemistry;The Nobel Prize in Chemistry 1988;01.03.2026;272;Individual;Hartmut Michel;1948-07-18;Ludwigsburg;West Germany (Germany);Male;Max-Planck-Institut f?r Biophysik;Frankfurt-on-the-Main;Federal Republic of Germany;;;;ÀŒ∆‹;1980;ÀŒ∆‹;40.0;Adult
583;1988;Economics;The Sveriges Riksbank Prize in Economic Sciences 1988;01.01.2026;702;Individual;Maurice Allais;1911-05-31;Paris;France;Male;?cole Nationale Sup?rieur des Mines de Paris;Paris;France;09.10.2010;Paris;France;ÀŒ∆‹;1980;ÀŒ∆‹;77.0;Senior
584;1988;Literature;The Nobel Prize in Literature 1988;01.01.2026;665;Individual;Naguib Mahfouz;1911-12-11;Cairo;Egypt;Male;;;;30.08.2006;Cairo;Egypt;ÀŒ∆‹;1980;ÀŒ∆‹;77.0;Senior
585;1988;Medicine;The Nobel Prize in Physiology or Medicine 1988;01.03.2026;437;Individual;Sir James W. Black;1924-06-14;Uddingston;Scotland;Male;London University, King's College Hospital Medical School;London;United Kingdom;21.03.2010;;;ÀŒ∆‹;1980;ÀŒ∆‹;64.0;Adult
586;1988;Medicine;The Nobel Prize in Physiology or Medicine 1988;01.03.2026;438;Individual;Gertrude B. Elion;1918-01-23;New York, NY;United States of America;Female;Wellcome Research Laboratories;Research Triangle Park, NC;United States of America;21.02.1999;Chapel Hill, NC;United States of America;»—“»Õ¿;1980;»—“»Õ¿;70.0;Senior
587;1988;Medicine;The Nobel Prize in Physiology or Medicine 1988;01.03.2026;439;Individual;George H. Hitchings;1905-04-18;Hoquiam, WA;United States of America;Male;Wellcome Research Laboratories;Research Triangle Park, NC;United States of America;27.02.1998;Chapel Hill, NC;United States of America;»—“»Õ¿;1980;ÀŒ∆‹;83.0;Senior
588;1988;Peace;The Nobel Peace Prize 1988;01.01.2026;550;Organization;United Nations Peacekeeping Forces;;;;;;;;;;;ÀŒ∆‹;1980;ÀŒ∆‹;;Senior
589;1988;Physics;The Nobel Prize in Physics 1988;01.03.2026;132;Individual;Leon M. Lederman;1922-07-15;New York, NY;United States of America;Male;Fermi National Accelerator Laboratory;Batavia, IL;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;66.0;Senior
590;1988;Physics;The Nobel Prize in Physics 1988;01.03.2026;133;Individual;Melvin Schwartz;1932-11-02;New York, NY;United States of America;Male;Digital Pathways, Inc.;Mountain View, CA;United States of America;28.08.2006;Twin Falls, ID;United States of America;»—“»Õ¿;1980;ÀŒ∆‹;56.0;Adult
591;1988;Physics;The Nobel Prize in Physics 1988;01.03.2026;134;Individual;Jack Steinberger;1921-05-25;Bad Kissingen;Germany;Male;CERN;Geneva;Switzerland;;;;ÀŒ∆‹;1980;ÀŒ∆‹;67.0;Senior
592;1989;Chemistry;The Nobel Prize in Chemistry 1989;01.02.2026;273;Individual;Sidney Altman;1939-05-07;Montreal;Canada;Male;Yale University;New Haven, CT;United States of America;;;;ÀŒ∆‹;1980;ÀŒ∆‹;50.0;Adult
593;1989;Chemistry;The Nobel Prize in Chemistry 1989;01.02.2026;274;Individual;Thomas R. Cech;1947-12-08;Chicago, IL;United States of America;Male;University of Colorado;Boulder, CO;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;42.0;Adult
594;1989;Economics;The Sveriges Riksbank Prize in Economic Sciences 1989;01.01.2026;703;Individual;Trygve Haavelmo;1911-12-13;Skedsmo;Norway;Male;University of Oslo;Oslo;Norway;26.07.1999;Oslo;Norway;ÀŒ∆‹;1980;ÀŒ∆‹;78.0;Senior
595;1989;Literature;The Nobel Prize in Literature 1989;01.01.2026;666;Individual;Camilo Jos? Cela;1916-05-11;Iria Flavia;Spain;Male;;;;17.01.2002;Madrid;Spain;ÀŒ∆‹;1980;ÀŒ∆‹;73.0;Senior
596;1989;Medicine;The Nobel Prize in Physiology or Medicine 1989;01.02.2026;440;Individual;J. Michael Bishop;1936-02-22;York, PA;United States of America;Male;University of California School of Medicine;San Francisco, CA;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;53.0;Adult
597;1989;Medicine;The Nobel Prize in Physiology or Medicine 1989;01.02.2026;441;Individual;Harold E. Varmus;1939-12-18;Oceanside, NY;United States of America;Male;University of California School of Medicine;San Francisco, CA;United States of America;;;;»—“»Õ¿;1980;ÀŒ∆‹;50.0;Adult
598;1989;Peace;The Nobel Peace Prize 1989;01.01.2026;551;Organization;The 14th Dalai Lama (Tenzin Gyatso);1935-07-06;Taktser;Tibet (People's Republic of China);Male;;;;;;;ÀŒ∆‹;1980;ÀŒ∆‹;54.0;Adult
599;1989;Physics;The Nobel Prize in Physics 1989;01.02.2026;135;Individual;Norman F. Ramsey;1915-08-27;Washington, DC;United States of America;Male;Harvard University;Cambridge, MA;United States of America;04.11.2011;Wayland, MA;United States of America;»—“»Õ¿;1980;ÀŒ∆‹;74.0;Senior
600;1989;Physics;The Nobel Prize in Physics 1989;01.04.2026;136;Individual;Hans G. Dehmelt;1922-09-09;G?rlitz;Prussia (Germany);Male;University of Washington;Seattle, WA;United States of America;;;;ÀŒ∆‹;1980;ÀŒ∆‹;67.0;Senior
601;1989;Physics;The Nobel Prize in Physics 1989;01.04.2026;137;Individual;Wolfgang Paul;1913-08-10;Lorenzkirch;Germany;Male;University of Bonn;Bonn;Federal Republic of Germany;07.12.1993;Bonn;Germany;ÀŒ∆‹;1980;ÀŒ∆‹;76.0;Senior
602;1990;Chemistry;The Nobel Prize in Chemistry 1990;01.01.2026;275;Individual;Elias James Corey;1928-07-12;Methuen, MA;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;62.0;Adult
603;1990;Economics;The Sveriges Riksbank Prize in Economic Sciences 1990;01.03.2026;704;Individual;Harry M. Markowitz;1927-08-24;Chicago, IL;United States of America;Male;City University of New York;New York, NY;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;63.0;Adult
604;1990;Economics;The Sveriges Riksbank Prize in Economic Sciences 1990;01.03.2026;705;Individual;Merton H. Miller;1923-05-16;Boston, MA;United States of America;Male;University of Chicago;Chicago, IL;United States of America;03.06.2000;Chicago, IL;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;67.0;Senior
605;1990;Economics;The Sveriges Riksbank Prize in Economic Sciences 1990;01.03.2026;706;Individual;William F. Sharpe;1934-06-16;Boston, MA;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;56.0;Adult
606;1990;Literature;The Nobel Prize in Literature 1990;01.01.2026;667;Individual;Octavio Paz;1914-03-31;Mexico City;Mexico;Male;;;;19.04.1998;Mexico City;Mexico;ÀŒ∆‹;1990;ÀŒ∆‹;76.0;Senior
607;1990;Medicine;The Nobel Prize in Physiology or Medicine 1990;01.02.2026;442;Individual;Joseph E. Murray;1919-04-01;Milford, MA;United States of America;Male;Brigham and Women's Hospital;Boston, MA;United States of America;26.11.2012;Boston, MA;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;71.0;Senior
608;1990;Medicine;The Nobel Prize in Physiology or Medicine 1990;01.02.2026;443;Individual;E. Donnall Thomas;1920-03-15;Mart, TX;United States of America;Male;Fred Hutchinson Cancer Research Center;Seattle, WA;United States of America;20.10.2012;Seattle, WA;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;70.0;Senior
609;1990;Peace;The Nobel Peace Prize 1990;01.01.2026;552;Individual;Mikhail Sergeyevich Gorbachev;1931-03-02;Privolnoye;Union of Soviet Socialist Republics (Russia);Male;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;59.0;Adult
610;1990;Physics;The Nobel Prize in Physics 1990;01.03.2026;138;Individual;Jerome I. Friedman;1930-03-28;Chicago, IL;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;60.0;Adult
611;1990;Physics;The Nobel Prize in Physics 1990;01.03.2026;139;Individual;Henry W. Kendall;1926-12-09;Boston, MA;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;15.02.1999;Wakulla Springs State Park, FL;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;64.0;Adult
612;1990;Physics;The Nobel Prize in Physics 1990;01.03.2026;140;Individual;Richard E. Taylor;1929-11-02;Medicine Hat, Alberta;Canada;Male;Stanford University;Stanford, CA;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;61.0;Adult
613;1991;Chemistry;The Nobel Prize in Chemistry 1991;01.01.2026;276;Individual;Richard R. Ernst;1933-08-14;Winterthur;Switzerland;Male;Eidgen?ssische Technische Hochschule (Swiss Federal Institute of Technology);Zurich;Switzerland;;;;ÀŒ∆‹;1990;ÀŒ∆‹;58.0;Adult
614;1991;Economics;The Sveriges Riksbank Prize in Economic Sciences 1991;01.01.2026;707;Individual;Ronald H. Coase;1910-12-29;Willesden;United Kingdom;Male;University of Chicago;Chicago, IL;United States of America;02.09.2013;Chicago, IL;United States of America;ÀŒ∆‹;1990;ÀŒ∆‹;81.0;Senior
615;1991;Literature;The Nobel Prize in Literature 1991;01.01.2026;668;Individual;Nadine Gordimer;1923-11-20;Springs;South Africa;Female;;;;13.07.2014;Johannesburg;South Africa;ÀŒ∆‹;1990;»—“»Õ¿;68.0;Senior
616;1991;Medicine;The Nobel Prize in Physiology or Medicine 1991;01.02.2026;444;Individual;Erwin Neher;1944-03-20;Landsberg;Germany;Male;Max-Planck-Institut f?r Biophysikalische Chemie;G?ttingen;Federal Republic of Germany;;;;ÀŒ∆‹;1990;ÀŒ∆‹;47.0;Adult
617;1991;Medicine;The Nobel Prize in Physiology or Medicine 1991;01.02.2026;445;Individual;Bert Sakmann;1942-06-12;Stuttgart;Germany;Male;Max-Planck-Institut f?r medizinische Forschung;Heidelberg;Federal Republic of Germany;;;;ÀŒ∆‹;1990;ÀŒ∆‹;49.0;Adult
618;1991;Peace;The Nobel Peace Prize 1991;01.01.2026;553;Organization;Aung San Suu Kyi;1945-06-19;Rangoon (Yangon);Burma (Myanmar);Female;;;;;;;ÀŒ∆‹;1990;»—“»Õ¿;46.0;Adult
619;1991;Physics;The Nobel Prize in Physics 1991;01.01.2026;141;Individual;Pierre-Gilles de Gennes;1932-10-24;Paris;France;Male;Coll?ge de France;Paris;France;18.05.2007;Orsay;France;ÀŒ∆‹;1990;ÀŒ∆‹;59.0;Adult
620;1992;Chemistry;The Nobel Prize in Chemistry 1992;01.01.2026;277;Individual;Rudolph A. Marcus;1923-07-21;Montreal;Canada;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;69.0;Senior
621;1992;Economics;The Sveriges Riksbank Prize in Economic Sciences 1992;01.01.2026;708;Individual;Gary S. Becker;1930-12-02;Pottsville, PA;United States of America;Male;University of Chicago;Chicago, IL;United States of America;03.05.2014;Chicago, IL;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;62.0;Adult
622;1992;Literature;The Nobel Prize in Literature 1992;01.01.2026;669;Individual;Derek Walcott;1930-01-23;Castries;Saint Lucia;Male;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;62.0;Adult
623;1992;Medicine;The Nobel Prize in Physiology or Medicine 1992;01.02.2026;446;Individual;Edmond H. Fischer;1920-04-06;Shanghai;China;Male;University of Washington;Seattle, WA;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;72.0;Senior
624;1992;Medicine;The Nobel Prize in Physiology or Medicine 1992;01.02.2026;447;Individual;Edwin G. Krebs;1918-06-06;Lansing, IA;United States of America;Male;University of Washington;Seattle, WA;United States of America;21.12.2009;Seattle, WA;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;74.0;Senior
625;1992;Peace;The Nobel Peace Prize 1992;01.01.2026;554;Individual;Rigoberta Mench? Tum;1959-01-09;Aldea Chimel;Guatemala;Female;;;;;;;ÀŒ∆‹;1990;»—“»Õ¿;33.0;Adult
626;1992;Physics;The Nobel Prize in Physics 1992;01.01.2026;142;Individual;Georges Charpak;1924-08-01;Dabrovica;Poland;Male;?cole Sup?rieure de Physique et Chimie;Paris;France;29.09.2010;Paris;France;ÀŒ∆‹;1990;ÀŒ∆‹;68.0;Senior
